Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Age,CIBIL_Score,Loan_Status
Female,Yes,3+,Graduate,Yes,29911,204314,180,1.0,Semiurban,49,715,0
Male,Yes,2,Not Graduate,Yes,66761,266117,300,1.0,Urban,56,500,0
Female,No,0,Graduate,Yes,92054,105422,360,1.0,Semiurban,41,750,1
Female,Yes,3+,Graduate,Yes,73358,273370,180,1.0,Semiurban,36,838,1
Female,No,1,Graduate,No,88327,374805,120,0.0,Rural,52,763,0
Male,Yes,3+,Graduate,No,67315,307456,180,1.0,Urban,32,852,1
Male,No,3+,Graduate,No,24297,300501,240,1.0,Rural,52,623,0
Female,No,3+,Not Graduate,Yes,47679,461562,360,1.0,Urban,59,339,0
Male,No,2,Not Graduate,No,85893,155346,120,1.0,Rural,36,621,0
Male,Yes,2,Graduate,No,23536,184751,120,1.0,Rural,45,576,0
Male,No,2,Graduate,Yes,27777,330352,240,1.0,Semiurban,51,731,0
Male,Yes,0,Graduate,No,86704,266085,360,1.0,Urban,51,449,0
Male,Yes,1,Not Graduate,Yes,25062,490653,240,1.0,Urban,29,718,0
Male,Yes,2,Not Graduate,No,96755,76855,360,1.0,Semiurban,58,564,0
Female,No,3+,Not Graduate,Yes,80688,105077,300,1.0,Rural,40,702,1
Male,No,2,Not Graduate,Yes,73209,203898,120,1.0,Rural,22,551,0
Male,Yes,2,Graduate,Yes,62904,256318,240,1.0,Urban,25,529,0
Male,Yes,0,Graduate,No,27147,450704,300,1.0,Urban,49,428,0
Female,No,1,Graduate,Yes,53163,272371,240,1.0,Semiurban,37,797,0
Male,Yes,2,Not Graduate,No,84620,246717,120,1.0,Semiurban,25,341,0
Female,Yes,3+,Graduate,Yes,92308,125058,120,0.0,Rural,41,441,0
Female,No,1,Graduate,No,55758,245411,300,0.0,Rural,44,556,0
Female,Yes,0,Not Graduate,Yes,87144,289211,240,1.0,Semiurban,24,393,0
Female,No,1,Not Graduate,Yes,82127,312702,240,1.0,Semiurban,34,850,1
Male,No,0,Graduate,Yes,24609,322689,180,1.0,Semiurban,39,507,0
Female,Yes,2,Not Graduate,Yes,69614,243338,180,1.0,Semiurban,51,445,0
Male,Yes,2,Not Graduate,Yes,69286,120805,300,0.0,Rural,46,452,0
Female,No,3+,Not Graduate,Yes,63430,118729,120,1.0,Urban,24,415,0
Female,No,3+,Not Graduate,No,81781,119625,240,1.0,Rural,44,697,1
Female,No,0,Graduate,Yes,91159,328363,180,1.0,Rural,56,588,0
Female,Yes,0,Not Graduate,Yes,64039,435356,300,1.0,Semiurban,23,438,0
Male,No,1,Not Graduate,Yes,45630,447401,300,1.0,Semiurban,59,823,0
Female,No,0,Not Graduate,No,98640,190124,240,1.0,Semiurban,24,693,1
Female,Yes,3+,Not Graduate,Yes,97090,85833,180,1.0,Rural,45,541,0
Female,No,0,Not Graduate,No,74883,333650,180,1.0,Urban,34,607,0
Male,No,0,Not Graduate,Yes,71250,67270,180,1.0,Semiurban,49,693,1
Female,Yes,3+,Not Graduate,No,28331,332047,180,0.0,Semiurban,53,391,0
Male,Yes,3+,Not Graduate,Yes,52129,222396,300,1.0,Rural,54,785,1
Male,No,0,Not Graduate,Yes,35863,427626,120,1.0,Urban,54,455,0
Male,Yes,1,Graduate,No,61191,331418,120,1.0,Urban,52,317,0
Female,Yes,2,Not Graduate,Yes,86099,382952,240,1.0,Semiurban,33,613,0
Male,Yes,2,Graduate,Yes,37962,232575,180,1.0,Semiurban,39,825,0
Male,No,3+,Not Graduate,No,99740,428259,360,1.0,Rural,49,739,1
Male,Yes,1,Not Graduate,Yes,30362,286307,300,1.0,Urban,27,485,0
Female,No,0,Not Graduate,No,27867,331346,300,1.0,Urban,43,538,0
Male,No,1,Not Graduate,Yes,97957,212282,240,1.0,Semiurban,41,657,1
Female,No,2,Graduate,Yes,28026,252255,240,1.0,Semiurban,59,439,0
Female,No,2,Graduate,Yes,78814,428064,240,1.0,Urban,22,792,0
Female,Yes,2,Not Graduate,Yes,81070,227104,120,0.0,Urban,24,477,0
Female,Yes,3+,Not Graduate,Yes,46408,59620,240,1.0,Semiurban,22,430,0
Male,Yes,3+,Not Graduate,No,25148,220563,360,1.0,Urban,42,357,0
Male,No,1,Not Graduate,No,44678,226381,180,1.0,Rural,42,715,0
Male,No,1,Not Graduate,Yes,25484,238276,120,1.0,Urban,44,315,0
Female,Yes,2,Graduate,No,73779,81797,240,1.0,Rural,30,783,1
Female,No,1,Graduate,No,91105,108189,180,1.0,Urban,32,883,1
Female,No,1,Not Graduate,No,99766,195816,300,1.0,Semiurban,37,366,0
Male,Yes,0,Not Graduate,Yes,84035,240781,360,1.0,Rural,22,357,0
Male,Yes,1,Not Graduate,No,81970,63055,360,0.0,Semiurban,50,860,0
Male,Yes,2,Not Graduate,Yes,90525,225250,180,1.0,Rural,23,374,0
Male,Yes,3+,Not Graduate,No,81589,194057,360,0.0,Urban,47,544,0
Male,Yes,3+,Not Graduate,No,72041,65557,120,1.0,Rural,38,822,1
Female,No,1,Not Graduate,Yes,99700,162683,180,1.0,Urban,59,383,0
Male,No,0,Graduate,Yes,45802,173808,180,1.0,Semiurban,48,698,1
Female,No,0,Not Graduate,Yes,53020,114588,360,1.0,Urban,39,529,0
Male,Yes,1,Not Graduate,No,92505,388358,300,1.0,Rural,48,561,0
Male,No,2,Graduate,No,44881,82568,180,1.0,Urban,25,858,1
Female,Yes,3+,Not Graduate,Yes,43897,310075,120,0.0,Rural,28,689,0
Female,Yes,3+,Not Graduate,Yes,32166,349401,300,0.0,Semiurban,40,491,0
Male,No,0,Not Graduate,Yes,42040,412775,300,1.0,Semiurban,54,860,0
Male,No,2,Graduate,Yes,67491,295511,360,1.0,Semiurban,52,648,0
Male,Yes,1,Not Graduate,No,90912,294209,240,1.0,Urban,35,359,0
Female,Yes,0,Graduate,Yes,30901,392363,120,0.0,Urban,32,535,0
Male,No,2,Not Graduate,Yes,74465,434337,180,1.0,Rural,58,446,0
Female,No,0,Not Graduate,No,81307,144926,300,1.0,Rural,43,685,1
Male,Yes,1,Not Graduate,Yes,91653,408230,180,1.0,Rural,25,816,1
Female,No,2,Not Graduate,No,80003,258066,120,1.0,Semiurban,29,323,0
Male,No,1,Graduate,No,32472,94228,360,1.0,Urban,53,768,1
Female,Yes,2,Not Graduate,Yes,59113,325592,240,1.0,Semiurban,56,849,0
Female,No,1,Not Graduate,No,96183,489652,180,1.0,Semiurban,56,896,0
Male,No,3+,Graduate,No,92672,113316,240,1.0,Semiurban,21,696,1
Male,No,0,Graduate,No,69019,56636,300,1.0,Semiurban,53,488,0
Female,Yes,0,Graduate,Yes,97055,462433,120,1.0,Rural,25,387,0
Male,Yes,2,Not Graduate,Yes,73442,318577,240,0.0,Semiurban,52,866,0
Male,No,1,Not Graduate,Yes,25191,148592,180,1.0,Urban,55,547,0
Male,No,2,Not Graduate,Yes,93124,406630,120,1.0,Rural,35,506,0
Male,Yes,0,Not Graduate,Yes,33451,227156,120,1.0,Semiurban,28,740,0
Male,No,2,Graduate,No,50460,199352,240,1.0,Semiurban,48,729,1
Male,No,3+,Not Graduate,No,39048,180412,240,0.0,Semiurban,23,785,0
Male,Yes,0,Graduate,Yes,77565,319356,240,1.0,Rural,43,829,1
Male,No,1,Graduate,Yes,22398,110543,300,0.0,Rural,33,826,0
Male,Yes,3+,Graduate,Yes,71227,212955,240,1.0,Rural,37,402,0
Male,Yes,2,Graduate,Yes,89150,187285,240,1.0,Semiurban,53,401,0
Female,Yes,0,Not Graduate,No,83020,77276,360,1.0,Urban,59,423,0
Male,Yes,0,Not Graduate,Yes,44559,393420,300,1.0,Semiurban,36,676,0
Male,No,3+,Not Graduate,Yes,91755,53807,360,1.0,Rural,32,648,0
Male,Yes,3+,Graduate,No,48963,481874,180,0.0,Rural,53,814,0
Female,No,1,Graduate,Yes,74404,92687,300,0.0,Rural,37,806,0
Male,Yes,1,Graduate,Yes,60533,211205,300,1.0,Rural,28,788,1
Male,No,3+,Not Graduate,Yes,25411,94284,240,0.0,Semiurban,56,347,0
Male,Yes,0,Graduate,No,20234,215094,120,0.0,Urban,59,717,0
Male,No,0,Graduate,Yes,34651,324900,240,1.0,Semiurban,32,810,0
Male,No,3+,Not Graduate,No,94772,89366,360,1.0,Urban,27,889,1
Male,No,0,Not Graduate,No,96318,286639,300,1.0,Rural,26,505,0
Female,Yes,3+,Not Graduate,Yes,52808,397344,120,1.0,Rural,44,766,0
Female,Yes,1,Graduate,No,97492,254958,180,1.0,Semiurban,33,543,0
Male,Yes,3+,Not Graduate,No,23956,100600,240,0.0,Semiurban,45,396,0
Female,Yes,0,Graduate,Yes,97393,361364,360,1.0,Urban,50,503,0
Female,Yes,3+,Not Graduate,No,38473,133916,240,1.0,Urban,21,450,0
Male,No,0,Graduate,Yes,22943,57571,360,1.0,Urban,54,846,1
Male,Yes,0,Not Graduate,Yes,80629,246554,300,1.0,Urban,22,405,0
Male,Yes,2,Not Graduate,No,50595,171942,180,1.0,Urban,25,378,0
Female,Yes,2,Not Graduate,Yes,43386,62815,120,1.0,Rural,49,647,0
Male,No,3+,Graduate,Yes,80773,399826,360,1.0,Rural,45,644,0
Female,No,0,Graduate,Yes,46644,319879,240,1.0,Semiurban,59,636,0
Male,No,0,Not Graduate,Yes,80230,459489,360,1.0,Urban,43,388,0
Female,Yes,2,Not Graduate,No,35619,266166,360,1.0,Rural,37,599,0
Female,Yes,3+,Graduate,No,26872,247251,240,1.0,Semiurban,47,857,0
Male,No,1,Graduate,Yes,45993,429182,120,1.0,Semiurban,50,353,0
Male,No,3+,Graduate,No,68759,86667,360,1.0,Semiurban,47,778,1
Female,Yes,3+,Graduate,Yes,37998,212750,240,1.0,Semiurban,35,375,0
Male,Yes,3+,Graduate,Yes,31429,409427,120,0.0,Rural,58,440,0
Male,Yes,2,Graduate,No,79932,181643,240,1.0,Rural,32,838,1
Female,No,2,Graduate,No,59456,448326,120,0.0,Semiurban,34,478,0
Male,Yes,2,Graduate,Yes,54516,177814,180,0.0,Rural,31,613,0
Male,No,2,Not Graduate,Yes,39174,236147,180,1.0,Rural,32,528,0
Male,No,2,Graduate,No,21415,453814,240,1.0,Urban,29,668,0
Male,No,2,Graduate,No,24252,159509,240,1.0,Rural,43,543,0
Female,No,1,Graduate,Yes,74519,485650,360,0.0,Semiurban,49,566,0
Female,Yes,2,Not Graduate,No,26401,69787,180,1.0,Urban,37,790,1
Male,No,3+,Graduate,No,39754,169609,300,1.0,Rural,56,632,0
Male,Yes,3+,Graduate,No,92871,315987,360,1.0,Rural,39,638,0
Female,Yes,2,Graduate,Yes,47518,317351,300,1.0,Semiurban,39,783,0
Male,Yes,0,Graduate,No,79571,459441,180,1.0,Urban,23,556,0
Male,Yes,2,Graduate,No,47465,481915,300,1.0,Rural,56,794,0
Male,Yes,1,Graduate,No,94545,355049,180,1.0,Rural,26,731,1
Male,Yes,0,Not Graduate,Yes,85748,346882,240,0.0,Urban,27,830,0
Female,Yes,0,Graduate,Yes,57599,192761,300,1.0,Semiurban,57,574,0
Male,Yes,2,Graduate,No,74752,412542,180,1.0,Urban,41,635,0
Male,Yes,3+,Not Graduate,Yes,53063,339299,120,1.0,Urban,23,376,0
Female,Yes,2,Not Graduate,No,95552,60832,360,0.0,Semiurban,38,366,0
Male,No,1,Not Graduate,No,48672,424430,300,1.0,Urban,44,364,0
Female,Yes,0,Graduate,Yes,86916,211847,120,0.0,Semiurban,21,679,0
Male,Yes,2,Graduate,No,69304,264123,180,1.0,Semiurban,50,495,0
Male,Yes,0,Graduate,No,71494,268744,180,0.0,Semiurban,47,473,0
Male,Yes,3+,Not Graduate,Yes,48124,418886,360,1.0,Rural,21,661,0
Female,No,3+,Graduate,No,86629,170566,360,1.0,Urban,45,539,0
Female,No,3+,Not Graduate,No,79701,226359,300,1.0,Rural,29,380,0
Male,No,1,Not Graduate,Yes,85223,67605,240,0.0,Urban,49,634,0
Male,No,0,Not Graduate,No,84105,206827,120,0.0,Urban,35,630,0
Male,Yes,1,Graduate,Yes,32608,89766,180,1.0,Semiurban,28,383,0
Female,No,3+,Not Graduate,Yes,90067,312344,120,1.0,Urban,40,461,0
Male,Yes,0,Graduate,No,87347,451936,300,1.0,Urban,38,442,0
Female,No,3+,Not Graduate,Yes,39424,259108,120,1.0,Semiurban,34,717,0
Female,Yes,0,Not Graduate,Yes,98532,460447,300,1.0,Rural,55,449,0
Female,No,0,Not Graduate,Yes,62161,489700,360,1.0,Semiurban,46,316,0
Male,Yes,0,Graduate,No,45753,74211,180,1.0,Rural,40,460,0
Male,No,3+,Not Graduate,Yes,37875,282375,300,1.0,Urban,29,581,0
Male,Yes,2,Graduate,No,49177,287725,360,0.0,Urban,43,761,0
Female,No,1,Graduate,Yes,23004,223327,240,1.0,Semiurban,21,331,0
Female,No,2,Graduate,Yes,75256,423711,240,1.0,Rural,55,828,0
Female,No,2,Not Graduate,Yes,76626,227720,180,1.0,Rural,21,498,0
Male,Yes,2,Not Graduate,Yes,73422,74836,240,1.0,Urban,48,505,0
Male,Yes,2,Graduate,Yes,63918,296572,360,1.0,Semiurban,34,309,0
Female,No,0,Not Graduate,No,49019,140858,300,1.0,Semiurban,49,465,0
Female,Yes,1,Not Graduate,Yes,77914,209710,180,1.0,Rural,35,581,0
Female,Yes,2,Graduate,No,89710,275850,240,1.0,Urban,22,675,1
Female,Yes,0,Not Graduate,No,27009,375307,300,1.0,Semiurban,57,760,0
Male,Yes,1,Not Graduate,No,50630,175172,120,1.0,Rural,50,613,0
Male,Yes,0,Graduate,Yes,99642,221298,300,1.0,Semiurban,22,360,0
Male,Yes,3+,Graduate,No,88957,80556,180,1.0,Rural,22,534,0
Female,No,0,Not Graduate,No,99547,222864,180,1.0,Semiurban,41,741,1
Female,No,0,Graduate,No,34663,311102,240,1.0,Semiurban,58,683,0
Male,Yes,2,Not Graduate,No,57199,327637,240,1.0,Urban,43,650,0
Female,Yes,0,Graduate,Yes,30428,181957,360,1.0,Rural,21,605,0
Female,Yes,1,Graduate,No,89284,77381,180,0.0,Urban,48,602,0
Female,No,1,Graduate,Yes,61505,309789,180,1.0,Rural,37,895,0
Female,Yes,0,Not Graduate,No,39485,344909,180,1.0,Rural,45,659,0
Male,No,3+,Not Graduate,No,27225,88327,360,1.0,Semiurban,34,658,1
Male,No,2,Not Graduate,No,79005,277237,360,1.0,Rural,21,501,0
Female,No,0,Graduate,Yes,84947,92787,240,1.0,Rural,21,594,0
Female,Yes,2,Not Graduate,Yes,90338,253861,300,1.0,Rural,45,726,1
Male,No,2,Not Graduate,No,97710,338379,360,1.0,Urban,45,814,1
Male,No,2,Graduate,No,85173,373663,360,1.0,Urban,33,767,1
Female,No,2,Not Graduate,Yes,82905,371202,300,1.0,Urban,24,697,1
Female,No,3+,Graduate,Yes,84941,391215,240,1.0,Urban,51,766,1
Male,No,1,Not Graduate,Yes,99895,158556,360,1.0,Rural,26,319,0
Female,Yes,1,Not Graduate,No,57042,430817,180,1.0,Urban,28,461,0
Male,No,2,Graduate,Yes,80686,207352,180,1.0,Urban,38,445,0
Male,No,3+,Graduate,Yes,85599,218661,300,1.0,Rural,48,692,1
Female,Yes,2,Not Graduate,No,29302,404413,120,1.0,Urban,59,752,0
Male,Yes,0,Graduate,Yes,75256,197166,240,0.0,Rural,45,388,0
Female,No,1,Graduate,No,47106,83693,360,0.0,Rural,58,415,0
Male,Yes,2,Graduate,Yes,30596,371453,120,0.0,Semiurban,46,597,0
Female,Yes,0,Not Graduate,No,33629,347945,360,1.0,Rural,54,880,0
Male,No,3+,Graduate,No,29134,311812,240,1.0,Rural,27,301,0
Female,No,3+,Graduate,No,91819,114476,360,1.0,Urban,23,827,1
Male,No,3+,Not Graduate,Yes,81753,334310,300,1.0,Urban,47,416,0
Female,Yes,0,Graduate,Yes,28171,139283,120,1.0,Semiurban,59,461,0
Male,Yes,2,Not Graduate,Yes,70037,299985,300,1.0,Semiurban,49,679,1
Male,No,2,Not Graduate,No,72834,278565,120,0.0,Rural,34,737,0
Male,No,2,Not Graduate,Yes,61550,397711,180,1.0,Urban,40,824,0
Female,Yes,3+,Graduate,Yes,68488,489461,360,1.0,Urban,25,303,0
Male,Yes,1,Not Graduate,Yes,92580,135518,360,1.0,Urban,34,329,0
Female,Yes,2,Not Graduate,No,61508,101619,120,1.0,Urban,47,586,0
Female,No,2,Graduate,No,72767,300070,180,1.0,Rural,27,635,0
Female,Yes,3+,Graduate,No,65687,478393,120,1.0,Semiurban,39,456,0
Female,No,3+,Graduate,No,51691,121145,180,1.0,Rural,32,682,1
Male,Yes,1,Graduate,No,91268,269324,360,1.0,Urban,40,459,0
Female,No,3+,Graduate,Yes,53114,233263,120,1.0,Urban,50,859,1
Female,Yes,0,Graduate,Yes,83996,193118,300,1.0,Rural,55,406,0
Male,No,1,Graduate,Yes,68419,348797,360,1.0,Urban,36,693,0
Male,No,2,Graduate,Yes,74796,182967,360,1.0,Urban,53,618,0
Female,Yes,0,Graduate,Yes,80822,271882,180,0.0,Semiurban,48,361,0
Male,Yes,1,Not Graduate,Yes,78875,430431,300,1.0,Urban,56,662,0
Female,No,2,Graduate,Yes,65148,220816,240,1.0,Urban,49,388,0
Male,No,2,Graduate,Yes,69238,59496,120,0.0,Semiurban,42,623,0
Male,No,0,Graduate,No,60700,448236,180,1.0,Semiurban,47,681,0
Female,No,1,Graduate,No,47130,173526,300,0.0,Semiurban,33,343,0
Male,No,0,Graduate,No,78152,397771,300,1.0,Semiurban,47,429,0
Female,No,2,Graduate,Yes,90310,393250,240,1.0,Urban,48,477,0
Female,Yes,1,Not Graduate,Yes,76421,286830,300,1.0,Urban,44,856,1
Male,No,2,Not Graduate,No,81773,89517,300,1.0,Semiurban,25,432,0
Male,Yes,2,Not Graduate,No,86427,477523,180,1.0,Urban,41,852,0
Female,Yes,3+,Not Graduate,Yes,49388,356392,180,1.0,Semiurban,48,620,0
Female,Yes,0,Not Graduate,Yes,25004,240964,360,1.0,Urban,28,869,0
Male,Yes,3+,Graduate,Yes,47005,434251,360,1.0,Semiurban,51,798,0
Female,Yes,0,Not Graduate,No,80396,404632,120,1.0,Rural,53,475,0
Male,No,0,Not Graduate,Yes,85257,392136,300,1.0,Semiurban,42,635,0
Male,Yes,0,Not Graduate,No,61100,125571,120,1.0,Semiurban,58,730,1
Female,Yes,0,Not Graduate,Yes,82287,334779,360,0.0,Semiurban,54,347,0
Male,Yes,3+,Graduate,No,25975,178606,240,1.0,Semiurban,39,697,0
Female,No,0,Not Graduate,No,71530,85317,300,1.0,Rural,55,575,0
Female,No,2,Not Graduate,No,74320,202138,300,1.0,Urban,57,321,0
Female,No,1,Graduate,Yes,60627,96814,300,1.0,Urban,25,820,1
Female,Yes,0,Graduate,No,77323,97619,180,1.0,Rural,59,459,0
Male,No,1,Not Graduate,No,59317,377167,360,0.0,Semiurban,21,824,0
Male,No,0,Graduate,Yes,61890,275812,240,1.0,Urban,39,424,0
Female,Yes,1,Graduate,Yes,68317,229042,240,1.0,Semiurban,57,624,0
Female,No,2,Graduate,Yes,83503,136517,180,0.0,Urban,49,522,0
Male,Yes,2,Not Graduate,Yes,39896,396929,120,1.0,Semiurban,31,835,0
Female,No,1,Graduate,Yes,44019,335383,240,1.0,Rural,46,871,0
Male,No,3+,Graduate,No,53507,313513,180,1.0,Urban,29,762,0
Female,Yes,2,Graduate,No,36152,135541,300,1.0,Rural,30,807,1
Male,No,1,Graduate,No,46737,105596,180,1.0,Urban,56,761,1
Female,Yes,1,Not Graduate,No,48058,105577,360,0.0,Urban,22,476,0
Male,Yes,0,Not Graduate,No,45138,61268,300,1.0,Rural,58,852,1
Male,No,3+,Not Graduate,No,52804,486089,240,1.0,Semiurban,38,618,0
Female,No,3+,Not Graduate,Yes,60382,215483,300,1.0,Rural,23,506,0
Male,No,1,Not Graduate,No,75674,346208,300,1.0,Rural,51,415,0
Male,No,2,Graduate,Yes,44235,492009,300,0.0,Rural,22,725,0
Female,Yes,2,Not Graduate,Yes,87641,471402,240,1.0,Urban,33,466,0
Male,No,2,Graduate,Yes,58354,194262,360,0.0,Urban,30,691,0
Male,No,0,Not Graduate,No,77673,270449,180,1.0,Urban,51,339,0
Male,No,3+,Not Graduate,Yes,29184,258368,240,1.0,Semiurban,36,680,0
Female,No,3+,Graduate,No,33919,65031,180,1.0,Semiurban,46,685,1
Female,No,3+,Not Graduate,No,56285,395732,240,1.0,Rural,23,614,0
Female,No,3+,Not Graduate,Yes,49297,308467,360,1.0,Urban,48,694,0
Male,Yes,3+,Graduate,Yes,59689,217153,300,0.0,Urban,48,896,0
Male,Yes,2,Not Graduate,Yes,32673,301247,180,0.0,Semiurban,32,803,0
Male,Yes,0,Graduate,No,57888,380954,360,1.0,Semiurban,55,563,0
Female,No,1,Graduate,Yes,74937,56739,300,1.0,Rural,39,822,1
Male,No,0,Graduate,No,78276,340720,240,0.0,Urban,47,872,0
Male,Yes,0,Graduate,Yes,39853,437558,120,0.0,Semiurban,28,396,0
Female,No,3+,Not Graduate,No,47554,376882,240,1.0,Rural,57,515,0
Female,No,3+,Not Graduate,No,62030,328986,360,1.0,Semiurban,30,745,0
Female,Yes,2,Not Graduate,No,61438,90744,240,0.0,Rural,45,608,0
Male,Yes,2,Not Graduate,No,83346,385111,120,1.0,Semiurban,24,380,0
Female,No,0,Not Graduate,Yes,51223,387801,120,1.0,Urban,22,583,0
Female,Yes,0,Graduate,No,73675,272264,360,1.0,Rural,25,524,0
Male,No,3+,Graduate,Yes,90700,312197,240,1.0,Semiurban,57,743,1
Female,No,1,Not Graduate,Yes,43869,328281,300,0.0,Urban,29,609,0
Female,No,2,Not Graduate,Yes,85837,104505,180,1.0,Urban,55,383,0
Male,Yes,1,Graduate,No,46629,165861,120,1.0,Urban,43,329,0
Female,No,0,Not Graduate,No,46751,406536,240,0.0,Urban,24,472,0
Female,Yes,3+,Graduate,No,72269,488190,300,0.0,Rural,38,394,0
Female,Yes,3+,Graduate,Yes,69742,171542,180,0.0,Semiurban,39,825,0
Female,Yes,2,Graduate,Yes,63957,230324,300,0.0,Urban,31,462,0
Female,Yes,1,Graduate,No,38498,461881,240,1.0,Urban,44,680,0
Female,Yes,2,Graduate,No,27711,123046,180,0.0,Urban,54,376,0
Male,No,3+,Not Graduate,No,92715,167532,180,0.0,Rural,55,565,0
Female,Yes,2,Not Graduate,Yes,89919,75161,180,1.0,Semiurban,41,860,1
Female,No,1,Not Graduate,Yes,90933,155646,180,1.0,Urban,55,686,1
Female,Yes,1,Graduate,Yes,61009,336277,300,1.0,Rural,57,472,0
Male,Yes,2,Not Graduate,No,90763,206701,180,1.0,Rural,24,748,1
Male,No,1,Not Graduate,Yes,57868,492520,300,1.0,Urban,45,600,0
Female,No,2,Graduate,No,26040,451199,180,1.0,Rural,51,441,0
Female,No,0,Graduate,Yes,35875,453107,180,1.0,Rural,21,897,0
Female,No,0,Graduate,Yes,41808,376867,360,1.0,Urban,44,862,0
Male,Yes,3+,Not Graduate,No,50159,365947,360,1.0,Rural,56,639,0
Male,Yes,1,Not Graduate,Yes,95124,279350,240,0.0,Semiurban,31,319,0
Female,No,1,Not Graduate,Yes,46625,495769,180,1.0,Semiurban,54,546,0
Male,No,2,Not Graduate,No,69009,92914,300,1.0,Urban,57,608,0
Female,Yes,1,Not Graduate,Yes,41658,375272,120,1.0,Urban,45,857,0
Male,Yes,3+,Graduate,No,71461,113115,240,0.0,Rural,45,739,0
Male,No,0,Not Graduate,Yes,65392,202663,240,0.0,Rural,41,433,0
Female,No,3+,Graduate,Yes,32034,165029,300,1.0,Urban,36,606,0
Male,Yes,0,Not Graduate,Yes,56982,320548,120,1.0,Urban,38,407,0
Female,Yes,1,Not Graduate,Yes,28431,404244,120,1.0,Semiurban,41,584,0
Female,No,2,Not Graduate,Yes,91135,85894,180,1.0,Rural,39,621,0
Female,Yes,3+,Graduate,No,76330,320743,120,1.0,Rural,53,605,0
Male,Yes,0,Not Graduate,Yes,95307,149757,240,1.0,Rural,50,556,0
Male,Yes,2,Not Graduate,Yes,90049,84649,360,1.0,Semiurban,34,562,0
Female,No,0,Not Graduate,No,37557,237893,180,1.0,Urban,41,778,0
Male,Yes,0,Not Graduate,Yes,76578,311569,240,1.0,Rural,29,603,0
Male,Yes,3+,Graduate,Yes,28008,140818,180,1.0,Rural,27,325,0
Male,Yes,2,Graduate,No,96847,225411,120,1.0,Semiurban,35,744,1
Female,No,1,Graduate,No,82827,479075,300,1.0,Semiurban,23,670,0
Male,Yes,2,Not Graduate,Yes,74438,206039,180,1.0,Urban,54,717,1
Male,Yes,1,Graduate,Yes,99588,498018,240,1.0,Semiurban,25,726,0
Female,Yes,1,Not Graduate,Yes,87752,425399,300,0.0,Urban,33,403,0
Male,No,1,Graduate,No,89088,216921,360,1.0,Semiurban,30,883,1
Female,No,1,Not Graduate,Yes,28010,309563,120,1.0,Urban,29,894,0
Female,No,3+,Graduate,No,21895,369153,240,1.0,Semiurban,35,387,0
Female,Yes,1,Not Graduate,Yes,96888,259089,360,1.0,Urban,49,431,0
Female,No,1,Graduate,Yes,40101,233496,240,0.0,Rural,55,447,0
Male,Yes,2,Graduate,No,54112,198381,120,1.0,Semiurban,28,879,1
Male,No,3+,Not Graduate,Yes,23467,112779,180,1.0,Rural,30,859,1
Male,Yes,1,Graduate,Yes,69845,61218,300,0.0,Urban,39,459,0
Male,No,3+,Graduate,No,85662,201617,300,1.0,Urban,33,678,1
Female,No,1,Graduate,No,87339,408082,180,0.0,Urban,52,446,0
Female,Yes,2,Not Graduate,Yes,66512,155017,120,1.0,Semiurban,29,322,0
Female,No,3+,Graduate,No,72906,130886,180,1.0,Urban,36,438,0
Female,Yes,1,Graduate,No,61097,197635,180,1.0,Rural,42,346,0
Female,Yes,0,Not Graduate,No,55691,319502,300,1.0,Rural,35,808,0
Male,Yes,2,Not Graduate,Yes,64355,146759,360,1.0,Rural,45,771,1
Male,No,0,Graduate,No,94871,149177,120,0.0,Urban,52,410,0
Female,Yes,1,Graduate,Yes,40196,100555,300,1.0,Semiurban,41,640,0
Male,No,3+,Graduate,No,57615,199494,300,1.0,Semiurban,38,423,0
Female,No,1,Graduate,No,68131,147842,300,0.0,Semiurban,58,639,0
Female,No,2,Not Graduate,Yes,65611,424042,360,1.0,Semiurban,59,837,0
Female,No,2,Graduate,No,22453,457590,120,1.0,Rural,59,827,0
Female,Yes,0,Not Graduate,Yes,42986,216727,300,1.0,Rural,21,799,0
Female,No,1,Not Graduate,Yes,71680,88349,120,0.0,Urban,53,444,0
Female,Yes,2,Graduate,No,75527,89354,360,1.0,Urban,56,414,0
Female,No,0,Graduate,No,78754,196140,240,1.0,Urban,52,396,0
Male,Yes,1,Graduate,No,99309,258561,120,1.0,Semiurban,50,376,0
Male,No,1,Not Graduate,No,73842,287802,300,0.0,Semiurban,35,668,0
Female,No,3+,Not Graduate,No,66373,186860,300,1.0,Rural,49,695,1
Female,No,0,Graduate,Yes,46569,209530,240,1.0,Urban,43,829,1
Female,Yes,3+,Graduate,No,49633,177658,180,0.0,Urban,53,354,0
Female,No,1,Not Graduate,Yes,86101,282923,120,1.0,Urban,34,459,0
Female,Yes,2,Graduate,Yes,57496,363605,360,1.0,Urban,49,736,0
Female,Yes,2,Graduate,Yes,77243,69539,120,1.0,Urban,51,708,1
Female,Yes,1,Graduate,Yes,29929,265420,360,1.0,Urban,53,556,0
Male,No,3+,Not Graduate,Yes,30263,341856,240,1.0,Rural,27,391,0
Male,No,0,Not Graduate,No,37237,352648,300,1.0,Rural,54,590,0
Male,No,0,Graduate,No,35611,303565,300,1.0,Rural,29,403,0
